Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A3 Sequest HT,# Peptides (by Search Engine): A3 Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene ID,Gene Symbol,WikiPathways,Ensembl Gene ID,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (T02) / (T01),Abundance Ratio: (T03) / (T01),Abundance Ratio: (T06) / (T03),Abundance Ratio: (T05) / (T04),Abundance Ratio: (T06) / (T04),Abundance Ratio: (T07) / (T04),Abundance Ratio Adj. P-Value: (T02) / (T01),Abundance Ratio Adj. P-Value: (T03) / (T01),Abundance Ratio Adj. P-Value: (T06) / (T03),Abundance Ratio Adj. P-Value: (T05) / (T04),Abundance Ratio Adj. P-Value: (T06) / (T04),Abundance Ratio Adj. P-Value: (T07) / (T04),Abundances (Grouped): T01,Abundances (Grouped): T02,Abundances (Grouped): T03,Abundances (Grouped): T04,Abundances (Grouped): T05,Abundances (Grouped): T06,Abundances (Grouped): T07,Abundances (Grouped) CV [%]: T01,Abundances (Grouped) CV [%]: T02,Abundances (Grouped) CV [%]: T03,Abundances (Grouped) CV [%]: T04,Abundances (Grouped) CV [%]: T05,Abundances (Grouped) CV [%]: T06,Abundances (Grouped) CV [%]: T07,S01_T01,S02_T01,S03_T01,S04_T01,S05_T01,S06_T01,S07_T01,S08_T01,S09_T01,S010_T01,S01_T02,S02_T02,S03_T02,S04_T02,S05_T02,S06_T02,S07_T02,S08_T02,S09_T02,S010_T02,S01_T03,S02_T03,S03_T03,S04_T03,S05_T03,S06_T03,S07_T03,S08_T03,S09_T03,S010_T03,S01_T04,S02_T04,S03_T04,S04_T04,S05_T04,S06_T04,S07_T04,S08_T04,S09_T04,S010_T04,S01_T05,S02_T05,S03_T05,S04_T05,S05_T05,S06_T05,S07_T05,S08_T05,S09_T05,S010_T05,S01_T06,S02_T06,S03_T06,S04_T06,S05_T06,S06_T06,S07_T06,S08_T06,S09_T06,S010_T06,S01_T07,S03_T07,S04_T07,S05_T07,S06_T07,S07_T07,S08_T07,S09_T07,S010_T07,"Found in Sample: [S1] F1: Sample, T01","Found in Sample: [S10] F10: Sample, T01","Found in Sample: [S16] F16: Sample, T01","Found in Sample: [S23] F23: Sample, T01","Found in Sample: [S30] F30: Sample, T01","Found in Sample: [S37] F37: Sample, T01","Found in Sample: [S44] F44: Sample, T01","Found in Sample: [S51] F51: Sample, T01","Found in Sample: [S58] F58: Sample, T01","Found in Sample: [S65] F65: Sample, T01","Found in Sample: [S2] F2: Sample, T02","Found in Sample: [S11] F11: Sample, T02","Found in Sample: [S17] F17: Sample, T02","Found in Sample: [S24] F24: Sample, T02","Found in Sample: [S31] F31: Sample, T02","Found in Sample: [S38] F38: Sample, T02","Found in Sample: [S45] F45: Sample, T02","Found in Sample: [S52] F52: Sample, T02","Found in Sample: [S59] F59: Sample, T02","Found in Sample: [S66] F66: Sample, T02","Found in Sample: [S3] F3: Sample, T03","Found in Sample: [S4] F4: Sample, T03","Found in Sample: [S12] F12: Sample, T03","Found in Sample: [S18] F18: Sample, T03","Found in Sample: [S25] F25: Sample, T03","Found in Sample: [S32] F32: Sample, T03","Found in Sample: [S39] F39: Sample, T03","Found in Sample: [S46] F46: Sample, T03","Found in Sample: [S53] F53: Sample, T03","Found in Sample: [S60] F60: Sample, T03","Found in Sample: [S67] F67: Sample, T03","Found in Sample: [S5] F5: Sample, T04","Found in Sample: [S6] F6: Sample, T04","Found in Sample: [S13] F13: Sample, T04","Found in Sample: [S19] F19: Sample, T04","Found in Sample: [S26] F26: Sample, T04","Found in Sample: [S33] F33: Sample, T04","Found in Sample: [S40] F40: Sample, T04","Found in Sample: [S47] F47: Sample, T04","Found in Sample: [S54] F54: Sample, T04","Found in Sample: [S61] F61: Sample, T04","Found in Sample: [S68] F68: Sample, T04","Found in Sample: [S7] F7: Sample, T05","Found in Sample: [S20] F20: Sample, T05","Found in Sample: [S27] F27: Sample, T05","Found in Sample: [S34] F34: Sample, T05","Found in Sample: [S41] F41: Sample, T05","Found in Sample: [S48] F48: Sample, T05","Found in Sample: [S55] F55: Sample, T05","Found in Sample: [S62] F62: Sample, T05","Found in Sample: [S69] F69: Sample, T05","Found in Sample: [S8] F8: Sample, T06","Found in Sample: [S14] F14: Sample, T06","Found in Sample: [S21] F21: Sample, T06","Found in Sample: [S28] F28: Sample, T06","Found in Sample: [S35] F35: Sample, T06","Found in Sample: [S42] F42: Sample, T06","Found in Sample: [S49] F49: Sample, T06","Found in Sample: [S56] F56: Sample, T06","Found in Sample: [S63] F63: Sample, T06","Found in Sample: [S70] F70: Sample, T06","Found in Sample: [S9] F9: Sample, T07","Found in Sample: [S15] F15: Sample, T07","Found in Sample: [S22] F22: Sample, T07","Found in Sample: [S29] F29: Sample, T07","Found in Sample: [S36] F36: Sample, T07","Found in Sample: [S43] F43: Sample, T07","Found in Sample: [S50] F50: Sample, T07","Found in Sample: [S57] F57: Sample, T07","Found in Sample: [S64] F64: Sample, T07","Found in Sample: [S71] F71: Sample, T07",# Protein Groups
FALSE,Medium,Master Protein,XP_011513902.1,eukaryotic translation initiation factor 3 subunit B isoform X1 [Homo sapiens],0.019,2.7,2,1,2,1,814,92.4,5,2.18,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;other cell component,nucleic acid binding activity;other molecular function,"Pf00076, Pf08662",8662,A4D208; hsa:8662; P55884; Q2NL77; Q9UMF9; XP_011513902.1,EIF3B,Translation factors; nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,ENSG00000106263,"L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; Formation of a pool of free 40S subunits; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; GTP hydrolysis and joining of the 60S ribosomal subunit",8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,XP_011526347.1,"39S ribosomal protein L4, mitochondrial isoform X1 [Homo sapiens]",0.019,2.696,4,1,1,1,357,39.6,10.59,2.2,1,protein metabolism;other metabolic processes,translational apparatus;other cell component,other molecular function,Pf00573,,X6RAY8; XP_011526347.1,MRPL4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,XP_016884052.1,protein kinase C and casein kinase substrate in neurons protein 2 isoform X1 [Homo sapiens],0.019,2.694,2,1,1,1,488,55.9,5.14,0,1,,,,,,XP_016884052.1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_054888.2,charged multivesicular body protein 4a [Homo sapiens],0.019,2.692,5,1,1,1,265,29.8,5.14,1.93,1,,,,,,NP_054888.2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_001281074.1,lupus La protein [Homo sapiens],0.019,2.691,4,1,2,1,408,46.8,7.12,2.03,1,RNA metabolism OR transcription;other metabolic processes;transport;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf05383, Pf08777",6741,hsa:6741; NP_001281074.1; P05455; Q15367; Q53XJ4,SSB,,ENSG00000138385,RNA Polymerase III Abortive And Retractive Initiation; RNA Polymerase III Transcription Termination,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_001184222.1,dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0.019,2.673,1,1,3,1,677,73.5,6.35,1.6,1,cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytosol;other cell component,other molecular function,Pf01979,,A0A1C7CYX9; A0A2J8N8R2; A0A2J8X599; A0A2R9B731; A0A6D2WMK4; A0A8I5TDH4; K6ZQM1; NP_001184222.1; ptr:464070,DPYSL2,Microtubule cytoskeleton regulation; Brain-derived neurotrophic factor (BDNF) signaling pathway,,,2,0,0.01,7.059,2.354,1.838,4.296,1.511,,,1,1,1,1,16.9,,119,65.2,119.9,280.3,98.6,,,122.74,97.49,108.64,94.94,132.82,,,,,,,,156274.087,,,,,,,,,,,,,,,,293386.2478,,,4147447.038,,,,429653.3952,,,850751.5019,2266082.962,,,226271.4181,,,,3274483.093,,,,,402354.5933,3069232.42,,,,509132.735,,,2597212.822,,9045902.963,2305148.632,213918.8448,,,,,6999408.2,1543960.389,913805.7943,487897.2311,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,XP_016884289.1,arylsulfatase A isoform X1 [Homo sapiens],0.019,2.663,3,1,2,1,547,57.7,6.07,0,1,,,,,,XP_016884289.1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_004461.2,peptidyl-prolyl cis-trans isomerase FKBP2 precursor [Homo sapiens],0.019,2.655,8,1,7,1,142,15.6,9.13,4.27,1,protein metabolism;other metabolic processes,other membranes;ER/Golgi,other molecular function,Pf00254,2286,hsa:2286; NP_004461.2; P26885; Q5BJH9; Q9BTS7,FKBP2,Complement system,ENSG00000173486,,1,0,0.307,0.678,0.66,0.356,0.894,1.932,1,,,,1,1,171.8,52.7,116.4,85.9,30.5,76.8,165.9,53.69,152.97,,123.64,,47.51,92.9,,2191209.956,510703.7454,,1647463.281,2494192.896,1589401.325,1101533.708,518884.1311,,397251.6352,,,559193.9649,,,,425712.7561,,6448620.743,,,,,,,,,,,794448.635,,,,,,458113.3087,,627196.0551,5799095.147,,1085104.965,,,,,,,282438.6563,,710541.4436,1314771.937,,539563.8199,714388.8646,,346785.1957,,375645.0539,1240215.501,1534876.115,,,,,,,,6362327.845,Not Found,High,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,1
FALSE,Medium,Master Protein,NP_001269526.1,catenin alpha-2 isoform 3 [Homo sapiens],0.02,2.652,2,1,1,1,953,105.2,5.71,0,1,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,Pf01044,1496,B3KXE5; B7Z2W7; B7Z352; B7Z898; hsa:1496; NP_001269526.1; P26232; Q4ZFW1; Q53R26; Q53R33; Q53T67; Q53T71; Q53TM8; Q7Z3L1; Q7Z3Y0,CTNNA2,Arrhythmogenic right ventricular cardiomyopathy; Ectoderm differentiation; Ectoderm differentiation; Endometrial cancer; Pleural mesothelioma,ENSG00000066032,Myogenesis,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,XP_024309860.1,fibroblast growth factor receptor-like 1 isoform X1 [Homo sapiens],0.02,2.642,2,1,3,1,527,56.9,9.74,2.44,1,,,,,,XP_024309860.1,,,,,0,0,1.01,1.926,0.135,0.363,0.207,1.486,1,,,,,1,89.9,90.9,173.2,113.2,41.1,23.5,168.2,8.92,112.55,,68.03,,,118.2,,393466.2232,,,446429.9429,,,,,,,,,2759075.802,,,,423450.0307,416854.9135,,,,,,,,,,,,1227343.527,,,,254087.8706,,,787519.2319,,,,,,,,,191402.7953,,,,,,,,,,109329.6605,,,,,,,,,,234502.7893,2621375.762,,Not Found,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,1
FALSE,Medium,Master Protein,XP_011541038.1,ankyrin repeat and protein kinase domain-containing protein 1 isoform X1 [Homo sapiens],0.02,2.635,1,1,2,1,776,85.9,7.15,0,1,,,,,,XP_011541038.1,,,,,0,0,100,100,2.072,0.412,0.341,0.369,,,1,,1,1,,97.6,43.4,263.5,108.4,89.9,97.2,,,49.02,60.57,,24.47,10.43,,,,,,,,,,,,,,,,,,401335.9881,,,,,,147082.6986,,,,352908.7032,178541.3377,,,,,,,,,685633.2246,1712838.159,,,,,,,,,445951.2858,,,,,,,,,,310616.305,440578.0103,,,,,,,,371445.3642,430616.8466,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,1
FALSE,Medium,Master Protein,XP_024307727.1,40S ribosomal protein S21 isoform X1 [Homo sapiens],0.022,2.632,3,1,12,1,359,38.3,11.12,19.32,1,,,,,,XP_024307727.1,,,,,0,0,0.501,0.679,1.308,0.85,0.739,0.465,1,1,1,1,1,1,119.6,59.9,81.2,143.8,122.3,106.3,66.9,92.15,134.86,148.18,118.09,42.2,64.84,129.28,,2895780.767,,,1080923.315,,210197.4431,4975984.737,,,591120.2608,684121.1904,,1146336.367,,,398407.8069,1455141.453,6975932.672,,1176952.369,,2798056.043,1226161.934,1074309.844,,12495976.32,1560980.082,1002143.892,,543943.2881,,3400246.848,5971409.159,2110346.564,1931132.204,15647887.88,2127059.952,3148233.894,,,826886.6467,,,,846504.7199,2696037.716,1797651.751,1820407.406,,,3658429.764,,1571856.493,1561137.84,355237.966,3357183.269,3471024.545,1622300.037,,732753.1775,445396.0395,9002125.833,545324.3803,,1334654.587,316682.5367,2174120.61,,Not Found,Peak Found,Not Found,Not Found,High,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,High,High,Not Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,Not Found,1
FALSE,Medium,Master Protein,XP_016885414.1,AP-1 complex subunit sigma-2 isoform X1 [Homo sapiens],0.022,2.619,4,1,2,1,202,23.2,8.66,0,1,,,,,,XP_016885414.1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_001276692.1,dehydrogenase/reductase SDR family member 9 isoform 2 [Homo sapiens],0.022,2.604,3,1,1,1,379,41.9,8.9,0,1,,,,,,NP_001276692.1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_277040.1,ethanolaminephosphotransferase 1 [Homo sapiens],0.022,2.603,4,1,2,1,397,45.2,6.6,0,1,other metabolic processes,other membranes;ER/Golgi,other molecular function,Pf01066,85465,hsa:85465; NP_277040.1; Q63ZE3; Q9C0D9,SELENOI,Selenium micronutrient network,ENSG00000138018,Synthesis of PE,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,Medium,Master Protein,NP_001014433.1,protein CutA isoform 1 [Homo sapiens],0.022,2.603,14,1,1,1,198,20.9,5.48,0,1,,,,,,NP_001014433.1,,,,,0,0,9.331,6.237,0.01,0.329,0.01,0.01,,,,,,,30.6,286,191.1,144.6,47.7,,,,116.2,,,25.5,,,,,,,,,,,261462.2968,,,,,,,,,763412.2417,,7796349.088,,,,,,,,1630650.487,,,,,,,,,,,1233891.797,,,,,,,,,487839.9058,338783.0313,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
